Amazon 出品サービス、フルフィルメント by Amazon (FBA),,,,,,,,,,,,,,,,,,,,,,,,,,,
指定のない場合、単位は円,,,,,,,,,,,,,,,,,,,,,,,,,,,
定義：,,,,,,,,,,,,,,,,,,,,,,,,,,,
売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税,,,,,,,,,,,,,,,,,,,,,,,,,,,
販売手数料：カテゴリー成約料と販売手数料が含まれます。,,,,,,,,,,,,,,,,,,,,,,,,,,,
トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料,,,,,,,,,,,,,,,,,,,,,,,,,,,
その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。,,,,,,,,,,,,,,,,,,,,,,,,,,,
日付/時間,決済番号,トランザクションの種類,注文番号,SKU,説明,数量,Amazon 出品サービス,フルフィルメント,市町村,都道府県,郵便番号,税金徴収型,商品売上,商品の売上税,配送料,配送料の税金,ギフト包装手数料,ギフト包装クレジットの税金,Amazonポイントの費用,プロモーション割引額,プロモーション割引の税金,源泉徴収税を伴うマーケットプレイス,手数料,FBA 手数料,トランザクションに関するその他の手数料,その他,合計
2025/02/22 4:45:40 JST,11952495163,注文,249-6001067-8778212,T9-H401-5RMK,ミニポーチ 軽量 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,高知県,780-807,,"1,991",199,0,0,0,0,-22,0,0,0,-286,-434,0,0,"1,448"
2025/02/22 8:20:10 JST,11952495163,注文,503-4308945-5193423,SHB004,ショルダーバッグ 撥水 防水 超軽量 メンズ 斜めがけ トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,京都府,602-089,,"3,991",399,0,0,0,0,-44,0,0,0,-574,-514,0,0,"3,258"
2025/02/22 8:48:05 JST,11952495163,注文,249-1233239-2498251,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,愛知県,480-111,,"3,355",335,0,0,0,0,-37,0,0,0,-482,-485,0,0,"2,686"
2025/02/22 18:09:31 JST,11952495163,注文,250-3340069-1379069,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,東京都,110-001,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-975,0,0,"10,218"
2025/02/22 19:14:32 JST,11952495163,注文,250-2617756-9776602,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,千葉県,270-141,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/02/22 23:29:20 JST,11952495163,返金,250-3340069-1379069,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,東京都,110-001,,"-11,491","-1,149",0,0,0,0,126,0,0,0,"1,189",0,0,0,"-11,325"
2025/02/23 4:38:44 JST,11952495163,注文,249-2485210-0389458,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,東京都,108-001,,"5,445",545,0,0,0,0,-60,0,0,0,-783,-485,0,0,"4,662"
2025/02/23 5:57:02 JST,11952495163,注文,249-0165604-4303879,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,福岡県,816-093,,"3,182",318,0,0,0,0,-35,0,0,0,-458,-318,0,0,"2,689"
2025/02/23 8:40:06 JST,11952495163,注文,503-8110690-7245444,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,東京都,151-005,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-815,0,0,"10,378"
2025/02/23 19:51:00 JST,11952495163,注文,249-1710241-0522265,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,熊本県,862-092,,"3,355",335,0,0,0,0,-37,0,0,0,-482,-485,0,0,"2,686"
2025/02/23 20:11:03 JST,11952495163,注文,250-3794623-7663856,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,189-000,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/02/23 23:18:11 JST,11952495163,注文,250-4142483-9085422,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,宮崎県,882-120,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/02/24 3:10:52 JST,11952495163,注文,503-1007175-0107826,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,長崎県,852-810,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-975,0,0,"10,218"
2025/02/24 4:09:49 JST,11952495163,注文,250-5011158-3901413,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,東京都,145-006,,"2,182",218,0,0,0,0,-24,0,0,0,-314,-455,0,0,"1,607"
2025/02/24 5:43:45 JST,11952495163,注文,503-4994936-6624609,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,千葉県,270-143,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/02/24 18:50:38 JST,11952495163,注文,249-7645562-7416627,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,茨城県,309-121,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/02/24 21:25:21 JST,11952495163,注文,503-8858242-5976637,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,富山県,939-820,,"2,182",218,0,0,0,0,-24,0,0,0,-314,-455,0,0,"1,607"
2025/02/25 1:45:56 JST,11952495163,注文,250-5716133-0885458,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,193-083,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/02/25 2:49:48 JST,11952495163,注文,250-7103194-7615820,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,東京都,130-001,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/02/25 3:08:42 JST,11952495163,注文,250-1822678-4491820,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,長野県,386-015,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/02/25 8:42:25 JST,11952495163,注文,503-0688619-9586205,SCB007-BK,サコッシュ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント (約 横2,1,amazon.jp,Amazon,,千葉県,277-088,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/02/25 17:35:31 JST,11952495163,注文,503-0318665-3887047,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,埼玉県,351-000,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/02/25 20:48:04 JST,11952495163,注文,249-7464992-4422202,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,千葉県,289-173,,"2,691",269,139,14,0,0,-30,-139,-14,0,-387,-485,0,0,"2,058"
2025/02/26 20:29:01 JST,11952495163,注文,249-9726775-7805410,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,兵庫県,661-002,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/02/26 22:48:10 JST,11952495163,注文,249-4012001-9271805,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,",",大阪府,543-001,,"5,445",545,0,0,0,0,-60,0,0,0,-783,-465,0,0,"4,682"
2025/02/27 4:45:12 JST,11952495163,注文外料金,,,広告費用,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-50,040","-5,004","-55,044"
2025/02/27 9:20:19 JST,11952495163,注文,249-6569575-4855049,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,群馬県,379-220,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/02/27 10:18:12 JST,11952495163,FBA 在庫関連の手数料,xp2eiKT472,,FBA在庫の廃棄手数料,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,-45,-45
2025/02/27 14:23:24 JST,11952495163,注文,503-1387543-4613431,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,大阪府,536-002,,"14,364","1,436",0,0,0,0,-158,0,0,0,"-1,528",-975,0,0,"13,139"
2025/02/27 14:35:39 JST,11952495163,注文,503-1061713-1204629,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,Tokyo-to,114-002,,"3,182",318,209,21,0,0,-35,-209,-21,0,-458,-318,0,0,"2,689"
2025/02/27 20:17:07 JST,11952495163,注文,249-7514230-0641452,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,",",大阪府,543-001,,"3,000",300,0,0,0,0,-33,0,0,0,-431,-318,0,0,"2,518"
2025/02/28 0:52:08 JST,11952495163,注文,249-8471517-1456611,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,千葉県,273-012,,"3,182",318,0,0,0,0,-35,0,0,0,-458,-318,0,0,"2,689"
2025/02/28 1:25:15 JST,11952495163,注文,503-3412375-4363819,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,岩手県,020-006,,"3,355",335,0,0,0,0,-37,0,0,0,-482,-485,0,0,"2,686"
2025/02/28 1:45:20 JST,11952495163,注文,249-1938528-2713423,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,東京都,132-002,,"3,000",300,0,0,0,0,-33,0,0,0,-431,-318,0,0,"2,518"
2025/02/28 2:04:50 JST,11952495163,注文,249-6091870-7833417,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,大阪府,538-005,,"3,355",335,209,21,0,0,-37,-209,-21,0,-482,-485,0,0,"2,686"
2025/02/28 3:22:21 JST,11952495163,注文,250-4040792-0092608,BOX002,ボディバッグ XPAC 撥水 防水 超軽量 メンズ レディース トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント,1,amazon.jp,Amazon,,東京都,177-004,,"6,800",680,0,0,0,0,-75,0,0,0,-978,-514,0,0,"5,913"
2025/02/28 6:43:46 JST,11952495163,注文,249-8948675-3171856,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,3,amazon.jp,Amazon,高砂市,兵庫県,676-000,,"15,000","1,500",0,0,0,0,0,0,0,0,"-2,904","-1,455",0,0,"12,141"
2025/02/28 6:43:46 JST,11952495163,注文,249-8948675-3171856,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,高砂市,兵庫県,676-000,,"5,000",500,0,0,0,0,0,0,0,0,0,-485,0,0,"5,015"
2025/03/01 9:30:16 JST,11952495163,注文,250-0259334-0363824,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,神奈川県,240-002,,"5,446",544,418,42,0,0,-60,-418,-42,0,-783,-485,0,0,"4,662"
2025/03/01 12:15:58 JST,11952495163,注文,250-1572538-9323836,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,162-006,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/03/01 12:16:53 JST,11952495163,注文,503-4780432-7607018,SCB007-BK,サコッシュ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント (約 横2,1,amazon.jp,Amazon,,兵庫県,662-084,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/03/01 18:34:02 JST,11952495163,注文,503-5261515-4230216,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,兵庫県,660-088,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-815,0,0,"10,378"
2025/03/01 21:19:59 JST,11952495163,注文,249-9246048-7014236,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,京都府,606-000,,"3,000",300,0,0,0,0,-33,0,0,0,-431,-318,0,0,"2,518"
2025/03/01 23:00:30 JST,11952495163,注文,249-5723614-4451813,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,140-001,,"5,445",545,0,0,0,0,-60,0,0,0,-783,-465,0,0,"4,682"
2025/03/01 23:00:58 JST,11952495163,注文,249-7596323-2606247,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,神奈川県,211-004,,"2,691",269,418,42,0,0,-30,0,0,0,-387,-945,0,0,"2,058"
2025/03/01 23:30:17 JST,11952495163,注文,249-6659409-5195866,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,千葉県,270-116,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-815,0,0,"10,378"
2025/03/02 0:29:43 JST,11952495163,注文,503-8496875-4904666,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,大阪府,555-001,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/03/02 0:40:09 JST,11952495163,注文,503-5166289-4415064,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,東京都,151-006,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/03/02 3:06:10 JST,11952495163,注文外料金,,,広告費用,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-28,854","-2,885","-31,739"
2025/03/02 6:54:53 JST,11952495163,注文,249-1803021-0871850,KP-DC3K-U34W,PEAKHUNT 防水サコッシュ 超軽量 撥水 登山 旅行 トラベル ハイキング メンズ レディース,1,amazon.jp,Amazon,,大阪府,558-001,,"3,000",300,0,0,0,0,-33,0,0,0,-431,-318,0,0,"2,518"
2025/03/02 9:08:35 JST,11952495163,注文,250-4440871-2078250,WPO001-BK,ウエストポーチ 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント）,1,amazon.jp,Amazon,,大阪府,567-084,,"2,182",218,0,0,0,0,-24,0,0,0,-314,-455,0,0,"1,607"
2025/03/02 19:04:25 JST,11952495163,注文,503-9852916-1520652,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,岐阜県,509-610,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-975,0,0,"10,218"
2025/03/02 20:58:55 JST,11952495163,注文,503-6617863-0015869,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,",",東京都,111-003,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-485,0,0,"3,640"
2025/03/03 0:54:55 JST,11952495163,注文,250-3649439-9021458,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,東京都,135-000,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/03/03 1:52:26 JST,11952495163,注文,250-0753842-8969454,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,熊本県,861-223,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/03/03 3:07:46 JST,11952495163,注文,249-0243208-5181425,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,神奈川県,243-043,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-975,0,0,"10,218"
2025/03/03 4:26:53 JST,11952495163,注文,249-8375042-3295825,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,神奈川県,243-040,,"2,545",255,0,0,0,0,-28,0,0,0,-366,-318,0,0,"2,088"
2025/03/03 6:30:07 JST,11952495163,注文,250-3198265-7194226,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,東京都,173-002,,"2,545",255,0,0,0,0,-28,0,0,0,-366,-318,0,0,"2,088"
2025/03/03 6:48:21 JST,11952495163,注文,250-8472606-0212608,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,岐阜県,502-000,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/03/03 11:42:35 JST,11952495163,返金,250-8472606-0212608,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,岐阜県,502-000,,"-4,364",-436,0,0,0,0,48,0,0,0,564,0,0,0,"-4,188"
2025/03/03 12:42:14 JST,11952495163,注文,249-4781598-4022223,POC002-BK,ポーチ 軽量 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベル PEA,1,amazon.jp,Amazon,,高知県,780-807,,"2,264",226,0,0,0,0,-25,0,0,0,-326,-455,0,0,"1,684"
2025/03/03 20:19:48 JST,11952495163,注文,250-3799927-2236667,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,東京都,154-000,,"2,545",255,0,0,0,0,-28,0,0,0,-366,-318,0,0,"2,088"
2025/03/04 7:14:04 JST,11952495163,注文,249-7246491-4910237,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,佐賀県,846-000,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/03/04 7:57:57 JST,11952495163,注文,249-5431762-6275821,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,埼玉県,336-004,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/03/04 8:16:58 JST,11952495163,注文,250-2922671-4328619,SCB007-BK,サコッシュ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハント (約 横2,1,amazon.jp,Amazon,,広島県,729-014,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/03/04 12:45:25 JST,11952495163,注文,250-6447804-0459002,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,東京都,175-004,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/03/04 20:55:26 JST,11964942573,注文,250-9442106-2406250,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,高知県,781-801,,"2,691",269,0,0,0,0,-30,0,0,0,-387,-485,0,0,"2,058"
2025/03/04 23:49:23 JST,11964942573,注文,250-5878026-8856660,SCB006-BK,スマホショルダー ペットボトル収納 2WAY サコッシュ 撥水 防水 超軽量 登山 トラベル ハイキング 旅行 黒 PEAKHUNT,1,amazon.jp,Amazon,,福岡県,812-004,,"2,400",240,0,0,0,0,-26,0,0,0,-345,-318,0,0,"1,951"
2025/03/05 3:11:22 JST,11964942573,注文,249-3631780-2064635,EP-B1UP-2O05,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,東京都,160-000,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-975,0,0,"10,218"
2025/03/05 3:19:42 JST,11964942573,注文,250-1660511-8635834,DAX002-B,リュック バックパック（X-PAC） 30L 軽量 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,千葉県,299-010,,"11,491","1,149",0,0,0,0,-126,0,0,0,"-1,321",-815,0,0,"10,378"
2025/03/05 4:09:23 JST,11964942573,注文,250-8688963-3650202,T9-H401-5RMK,ミニポーチ 軽量 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブラック 黒 旅行 トラベ�,1,amazon.jp,Amazon,,神奈川県,252-031,,"1,991",199,0,0,0,0,-22,0,0,0,-286,-434,0,0,"1,448"
2025/03/05 8:01:14 JST,11964942573,注文,249-9743833-6279819,22-GH0Y-3R3L,バックパック20L 軽量 超軽量（UL） 撥水 生活防水 メンズ レディース ハイキング トレッキング ブラック 黒 折�,1,amazon.jp,Amazon,,東京都,116-001,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-485,0,0,"3,640"
2025/03/05 10:20:48 JST,11964942573,注文,249-0301949-9867013,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,福岡県,813-001,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/03/05 16:10:36 JST,11964942573,振込み,,,末尾が388のアカウントへ,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,"-176,353","-176,353"
2025/03/06 2:11:58 JST,11964942573,注文,503-4887475-6126223,DAB008-BK,バックパック（サイドポケット付） 20L 超軽量（UL） 撥水 防水 メンズ レディース ハイキング トレッキング ブ�,1,amazon.jp,Amazon,,北海道,099-249,,"4,364",436,0,0,0,0,-48,0,0,0,-627,-465,0,0,"3,660"
2025/03/06 3:52:34 JST,11964942573,注文,249-8701702-1595064,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,福島県,972-831,,"3,355",335,0,0,0,0,-37,0,0,0,-482,-485,0,0,"2,686"
2025/03/06 17:00:08 JST,11964942573,注文,249-8436316-2437439,SCB004-BK,【改訂版】サコッシュ 小さめ 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピ,1,amazon.jp,Amazon,,千葉県,286-003,,"2,545",255,0,0,0,0,-28,0,0,0,-366,-318,0,0,"2,088"
2025/03/06 22:46:22 JST,11964942573,調整,503-0714081-0850247,EP-B1UP-2O05,FBA在庫の返金 - 購入者による返品:,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,"9,187","9,187"
2025/03/07 0:30:38 JST,11964942573,FBA 在庫関連の手数料,,,FBA在庫保管手数料:,,Amazon.co.jp,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,"-11,825","-11,825"
2025/03/07 4:45:42 JST,11964942573,注文外料金,,,広告費用,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,"-50,104","-5,010","-55,114"
2025/03/07 8:08:38 JST,11964942573,注文,250-8922130-8434203,SCB008-B,サコッシュ（マチ付） 撥水 防水 超軽量 メンズ レディース 登山 トラベル ハイキング 旅行 黒 PEAKHUNT(ピークハ�,1,amazon.jp,Amazon,,兵庫県,661-098,,"3,355",335,0,0,0,0,-37,0,0,0,-482,-485,0,0,"2,686"
